"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16381.018356894","16585.6715162132","16503.1720979053","16999.1768058194","17683.7510162052","16476.3332796269","17097.9758766223","17543.7315286641","17887.8075742041","18102.2030900696","18908.4941850646","17660.5219212823","17591.3401918852","18437.5082472791","19282.2297905624","20289.7106373404","22606.8408513208","24408.1814889805","24111.3770844998","20942.3011801149","19212.7201307541","18605.3167543472","19047.2002426242","18823.754452753","19573.8341184873","20154.9474879241","21013.0176273358","",
"Australia","AUS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28582.7072994352","28114.7887501603","27896.9387867124","28747.4833776289","29597.2658604688","30379.1896485469","31166.630406948","32036.5556170595","33112.1125202038","34374.9840375352","35281.3953623126","35480.6986118529","36400.7274378688","37057.4914139004","38148.9191860349","38854.8372008842","39426.0204015126","40649.6642171307","41316.6000535698","41207.1289946073","41384.9235523277","41782.2849420662","42534.5069587227","42867.167107896","43315.3609984013","43719.5021648696","44260.5759713751","",
"Austria","AUT","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31382.0363275346","32139.5943174924","32453.3064334403","32356.3508544766","33006.312823538","33835.0725541099","34599.7957976886","35322.6789526552","36540.0378403064","37778.2466142029","38956.9807260522","39332.2488551353","39787.3057714365","39893.3519596778","40719.3500830979","41308.6390980498","42482.1005452241","43878.134032345","44417.7806037669","42618.5288387609","43336.1978527647","44452.7327457999","44551.6175741173","44303.444636945","44345.3096528388","44353.8752139122","44490.8155945223","",
"Azerbaijan","AZE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8513.31069277994","8323.49934468511","6345.5169997564","4806.13270233044","3807.50790708691","3319.76734895474","3329.13480415802","3488.41002547603","3801.00252072188","4046.6074672842","4458.99842303434","4862.6190309313","5338.07631838764","5891.13710833521","6435.44812947118","8051.67483806248","10711.1822716451","13243.2128559113","14364.9942336723","15393.8932908055","15950.2574578784","15754.1523626148","15888.2179950886","16593.1887600482","16715.1055213058","16698.8636532538","16001.3233967209","",
"Burundi","BDI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1087.48872825938","1115.73855046451","1103.29910902375","1014.69065326086","959.173830077497","869.808033784771","789.751666666058","768.168390676507","794.998070315624","775.364107582963","754.096280212503","751.388912965823","763.177201007773","730.90295129817","741.766251653457","724.160012349081","738.092490310413","747.676474687463","759.339932485036","760.061723427025","763.831930213843","771.509423734821","778.735483594131","790.714517573484","803.172837396172","748.41527127932","721.176561528182","",
"Belgium","BEL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30647.8213478709","31093.8610724912","31441.977285362","31018.1395921895","31920.5561312755","32613.4078364629","33068.3953782617","34212.4882853649","34813.8621527162","35971.8504151917","37188.6436930907","37361.718437763","37856.8647131311","37990.7133086751","39201.5271563108","39802.9722724017","40532.2730382074","41623.4417399595","41619.3400813337","40355.5731175835","41085.9189401366","41248.725342013","41046.481185763","40928.136605999","41384.1473316774","41722.9218634283","42094.5790495614","",
"Benin","BEN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1462.67742107927","1473.86252559355","1465.57057864765","1497.74263989156","1476.5393429105","1515.06774041106","1531.64280725026","1571.16906095909","1585.78506587644","1621.90086797704","1666.46746353098","1703.01513026645","1728.69687889668","1734.69529970284","1757.90297863214","1735.97415014991","1752.95773973829","1805.62256823782","1841.24980105023","1831.76251754635","1818.77846075906","1820.89469315629","1855.84342847873","1934.59577170696","2001.12916130051","1987.16714645212","2009.96138385757","",
"Burkina Faso","BFA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","844.342167576777","896.598477820563","874.806444566451","880.89149248784","868.463532306393","893.240680831447","964.586920602274","997.364751381498","1040.667437642","1086.61619839277","1075.39533703334","1114.20225286606","1129.74053824911","1183.09487974235","1200.41706167989","1266.36153727954","1305.92487685024","1338.83837475586","1393.69699328809","1392.20019360498","1423.37770598198","1472.71648241138","1521.45429478715","1562.30470766267","1582.33369667322","1596.3345381736","1642.18583388009","",
"Bangladesh","BGD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1287.93366418737","1301.69965941864","1341.76334138033","1374.41890576168","1397.31861864065","1437.6397305204","1470.90745239521","1504.87169006458","1550.31803503193","1590.25166657181","1641.95876843278","1692.82911877697","1725.63200463028","1775.97815407773","1838.76198025346","1929.93874339681","2031.27129311695","2148.47399345425","2252.16873338547","2339.86576916766","2442.72888765696","2570.85014525476","2706.58674530986","2835.76661976407","2973.0415646346","3132.56754015214","3319.35355606232","",
"Bulgaria","BGR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9296.94377125701","8596.50562274218","8057.39607719406","8001.7022651638","8174.88781024661","8446.24086446036","8625.7517786288","8582.96263138359","8942.84347811256","8488.60803060118","8958.10255483821","9526.40570122381","10321.3476356398","10931.6655247109","11736.5517809625","12680.9574782327","13640.5277010349","14795.878526782","15442.1377322192","14984.5927868509","15283.2684107728","15676.1441294193","15772.0860006387","15997.3345909471","16302.3128852496","17000.1672471067","17794.5266125572","",
"Bahrain","BHR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35113.3329386605","37996.6430763657","39506.1787854484","43499.0891903771","42334.375610445","42896.7142454249","43504.5115981395","43624.1594258385","44315.4592535893","44562.3398016227","44942.3690225206","43887.0711920261","43147.4963779058","43187.4991847906","43355.3056525645","43201.8066853191","42673.0806319225","42755.4262028945","42218.1484889764","40717.1804076523","40570.5356928307","40164.5827403304","40960.3331839838","42680.2013445965","43837.3440580026","43926.474036316","","",
"Bahamas, The","BHS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24281.345473518","22840.0444471512","21552.1018642924","21217.3477588362","21510.2554067805","22111.1264187484","22749.4126114252","22961.2682067106","23788.0879859178","25182.6326195971","25847.3467287936","26067.0349475819","26250.564866147","25377.6926760114","25063.5596078146","25385.3867111372","25514.3242649749","25392.081336573","24350.3814024026","22925.9672631567","22895.0657376506","22674.7278158328","23029.4216849348","22583.1076877743","22014.756048203","21081.1124002994","20878.8694925568","",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1471.40531373452","1826.06114015451","3508.28963294121","4749.88977139315","5493.72143124854","6007.29088120533","6324.92467470179","6595.20561166194","6936.4324809606","7207.32345528631","7642.8446379287","8311.68843452059","8763.50925372467","9278.97388549683","9824.10569696296","9573.73887363665","9720.34217718095","9901.61020154702","9929.47179575646","10284.6862672289","10516.6948372653","10932.0487091922","11327.4874128933","",
"Belarus","BLR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8353.90616482524","8249.6109981033","7441.58841045073","6860.58198003115","6065.00200674514","5451.83351668447","5623.24002093197","6290.91431596248","6851.85969471413","7114.68495785746","7562.88399875478","7960.98605535452","8416.04256596209","9072.0661853019","10180.0029861629","11213.2494312467","12410.3301926286","13539.6024068277","14972.2694585184","15035.6996456718","16235.1714534334","17166.6956434719","17479.9293997571","17656.1193383189","17944.2098463253","17229.5551904045","16752.0987720631","",
"Belize","BLZ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5164.84829399418","5600.28530601375","6171.28755205282","6449.14259043834","6329.35637506378","6207.32558635658","6098.21100986759","6088.44743232969","6078.19402534199","6370.06285239756","6959.30381603376","7088.5499349075","7246.14646507412","7718.15004372434","7873.49216827621","7871.59167827899","8020.80392405522","7901.21370804003","7949.62914265935","7808.3094157545","7875.25594808055","7855.69828660257","7974.26291343671","7903.47103611784","8005.48489669257","8061.33183075712","7846.01583191982","",
"Bermuda","BMU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40553.2585214927","39322.1091825364","39584.3298590314","40557.2201557525","40518.4078179105","41999.2594636705","42816.9632444088","44514.1094159639","45911.6864997413","47199.8414462497","51140.236844667","54245.1496398132","53096.9254922092","54549.8011627024","55452.6388804958","56017.19161965","58784.5932914465","60117.4599095649","60675.9820859495","57151.9191321066","56395.0078003539","54984.5103947777","52137.3003731125","50669.3147696996","","","","",
"Bolivia","BOL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3707.2450502719","3826.43247858039","3813.52651668108","3898.64643442917","4000.83228728931","4106.16907030112","4201.55800924018","4323.76161478576","4453.29486000423","4386.79236379529","4412.255625581","4403.71693251038","4431.30610689627","4470.30909186235","4575.17290508943","4694.9165699442","4836.43247556525","4972.49156342578","5191.13190436962","5278.03826758065","5407.47022023569","5598.50844451487","5792.93305144957","6090.69557009272","6324.82725807651","6531.51939817124","6707.95618414272","",
"Brazil","BRA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10344.6366813993","10319.7021758669","10099.5533065974","10397.9314762653","10776.1959043364","11072.4815606742","11137.344105555","11334.5712545585","11197.4554572599","11081.4106943102","11370.7294551211","11369.0138803598","11560.0372749018","11542.5788204106","12058.3213738903","12299.3797443019","12644.9392239091","13271.0470442056","13806.0149203547","13653.0139581162","14539.0845345652","14973.0984736747","15118.138451117","15430.2682759225","15370.9963698253","14666.0181678984","14023.6916227341","",
"Barbados","BRB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14262.3440090399","13658.8463391039","12835.6334932971","12893.8128859491","13105.5609962718","13323.0833500335","13800.3141706205","14400.1593665707","14882.7603609721","14877.2907877633","15486.5170615087","15073.0898123298","15147.958961114","15432.5194860997","15601.8831939352","16166.1510821623","17018.5712309159","17249.1505473935","17244.4616402797","16479.2126052511","16457.9159049246","16472.0832008577","16460.6714588784","16408.3175094623","16360.5546106727","16460.1541131793","16750.5259265839","",
"Brunei Darussalam","BRN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84672.3914994667","84879.7921309364","86423.2835638991","84290.3666377931","84607.1745727311","86116.0177289558","86411.9644582628","83138.2235244123","80813.3369073958","81476.1517217496","82049.5808598868","82596.776218302","84125.4405877487","84970.735531184","83942.2194070735","82967.1127639163","85424.5583581664","84503.538755155","81905.6581289731","79512.7550128728","80552.8644713138","82434.8830910215","81993.9320766154","79070.2459316149","76089.2865740815","74600.1642971982","71788.7832343468","",
"Bhutan","BTN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2325.24188426706","2315.74053813835","2448.53037239605","2537.30384522117","2697.03838953366","2896.949918925","3032.22813949343","3137.937414193","3241.36525402581","3403.55184513624","3538.77361646938","3723.98155129683","4009.25195557952","4198.5874279696","4329.15984613234","4521.98567794256","4719.66536448846","5446.36248611985","5592.16284779378","5851.67801870576","6419.67559908811","6805.87845575689","7032.74666006521","7070.79246817221","7366.42412644897","7743.33799567847","8253.29378307761","",
"Botswana","BWA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8110.44046511801","8476.56985216693","8489.52511647583","8427.24816359058","8516.85969609395","8903.74629489617","9217.41422776574","9753.10960795733","9635.30771432846","10378.8151968105","10410.7026764195","10278.6258212434","10749.2510299364","11094.5013909952","11239.0325837069","11583.2195902436","12362.9291865381","13175.1796275222","13768.3384387427","12499.4074012934","13334.1987970857","13889.2704704923","14244.4943119099","15568.2733737967","15914.6702328332","15356.457617167","15723.237064964","",
"Central African Republic","CAF","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","932.258534941896","904.090131600669","823.82528489783","804.393710503944","821.485176715767","858.281040099522","804.031705643388","827.03004752115","846.627097706992","858.229066262775","819.37384426573","838.709641838263","852.271180170122","791.274556468038","823.535091249503","816.34381793334","840.260088983104","863.754566067001","867.381124798183","870.419762563777","888.007249982842","911.655946889643","946.135707091973","597.67490678348","601.785891773644","626.410872523764","647.880444824102","",
"Canada","CAN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31299.6545691346","30220.3607817756","30115.2812355584","30578.4456206007","31646.8102566853","32226.226936923","32394.5778686681","33425.815129343","34424.0520624146","35903.1545325561","37431.9169780243","37712.1282353891","38500.3170770124","38805.6711138179","39604.3548611707","40471.2605251176","41203.3504026759","41647.3878092126","41611.2508139689","39924.1959013064","40699.3551293841","41565.2712210369","41794.5389176845","42339.3788754169","43079.1425247165","43149.4758370305","43238.2596047198","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12270.2936729264","11112.7477880049","10895.4486589066","11059.9262656926","11521.124348967","12198.5898982901","12765.7314368746","13131.5883223981","13505.0004416333","13779.9909340575","14424.4525423037","14960.9743496498","15595.7968933219","16349.3212585662","17333.4411110639","18229.6584689183","19482.7541432498","20812.0736487872","21702.4906959114","20955.6329865737","21427.6206323104","22167.7066856978","22359.9096689031","22737.811595669","23462.8287988116","24409.0507605128","25229.8889616977","",
"Switzerland","CHE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48181.7557750506","47147.5392941208","46610.189795911","46129.4418063966","46344.2603525896","46256.9705907555","46301.8330422132","47271.3555292296","48540.2729292941","49128.0335737854","50775.9763390062","51117.8874407516","50815.1531556825","50459.5029062084","51505.0923669791","52770.4689302242","54531.9936996731","56269.1565026942","56755.8381307405","54805.5792896896","55866.3050707537","56183.8325850081","56149.6708620093","56535.7400477582","57218.0279263612","57264.1573970635","57427.8925421093","",
"Channel Islands","CHI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8991.84647717044","9538.65463138555","10437.9848863787","10956.1145552922","11336.7842689097","12172.2585583541","12819.8977019941","13587.5067817272","13991.4230511506","13758.9144334018","14315.4260570701","14613.8038698458","14895.5401923208","15332.2970279137","16258.3889455787","17007.5798219092","17890.5997209251","18572.5683881681","19031.6164297818","18547.4615343093","19442.0503154635","20437.704525923","21330.2399109073","21998.3071454447","22226.4524735619","22536.6176878913","22706.7205369643","",
"China","CHN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1526.40869902494","1645.66636638566","1856.72218055136","2090.03840956191","2336.27772051927","2564.07131651646","2789.25280006157","3015.69963078252","3221.00262081845","3438.07468502092","3700.74364786842","3980.36449828146","4314.79134256322","4718.32634605353","5164.64109457187","5719.45536599539","6411.0425444815","7285.27441480908","7947.78795240087","8651.72590128034","9525.81848339164","10384.3665989406","11145.7515754935","11951.2479591608","12758.647789259","13569.8915267324","14399.4476596052","",
"Cote d'Ivoire","CIV","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3193.75853118149","3083.89094459281","2970.47508007571","2864.70880439947","2793.44069652895","2898.40074511118","3027.80288023441","3049.48682118826","3111.50076965202","3081.19861899627","2947.60657282953","2889.94570963636","2788.34736345124","2701.76948254129","2686.66566770196","2682.44886081623","2670.22935592571","2662.33111403082","2672.3370818306","2698.55434934798","2690.25800198952","2511.42019511915","2712.3780260472","2879.85021689505","3054.53487387382","3241.61205578957","3424.76420967961","",
"Cameroon","CMR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3020.49191137826","2822.219192001","2657.99214404389","2380.03788878214","2365.55239479005","2383.74857308258","2424.40269475401","2487.66354577167","2535.5584131079","2578.98146028484","2603.77159248619","2648.54670534783","2689.89173735827","2739.68510375741","2848.65422813997","2829.190690079","2848.72465800691","2907.82660691982","2927.84464777934","2911.29666861693","2929.82911281962","2969.0475747898","3021.20596968087","3100.17130995318","3196.36152634263","3289.06454559229","3346.81779272084","",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1280.45493261813","1130.17390249044","972.738758531964","809.479574908967","750.093414578074","731.336860150501","703.97155974239","648.366449893093","623.463744734813","583.081521532266","529.206208896995","503.982464741981","503.832121235056","515.846758770152","533.536362754966","548.508795945046","559.390893518448","575.332013426892","591.350894930251","588.393410590813","609.404402826866","629.856388836565","652.7772864037","684.733143098702","725.107860233659","750.088577159449","743.316918910081","",
"Congo, Rep.","COG","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5140.41614581672","5122.26094091054","5114.784771474","4928.00190152461","4530.73030425264","4582.10681925786","4645.97846769372","4487.20949840949","4523.62715342227","4283.32408783285","4480.14767745898","4524.17156289357","4604.5745018184","4515.66544358996","4539.27390370056","4742.93598023691","4875.93729603982","4637.21291552922","4730.0337965244","4918.07201183644","5186.34478845194","5213.94692099844","5271.16806023104","5317.08629189111","5538.05294137178","5542.89298198573","5301.39594111599","",
"Colombia","COL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7533.5183848011","7562.69769462864","7799.9089739139","7844.02273663591","8160.12071339933","8442.85081332772","8478.95110360675","8634.46908838063","8553.38091403262","8073.37269322374","8308.22294990052","8327.07075920399","8415.7591194705","8625.24656969163","8963.59532934742","9263.73017273061","9760.13492630678","10306.9474882958","10547.2603938218","10599.9626049907","10900.5052821616","11496.4777054381","11840.2404334565","12296.2955351848","12715.9673914398","12985.3831345266","13124.3248435936","",
"Comoros","COM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1599.9515501721","1469.78049063992","1549.20253137585","1550.21408504501","1427.11043134379","1437.83280170583","1380.82433867905","1398.34025742988","1379.36515245113","1370.11538911918","1480.91767363897","1478.57821644879","1476.84427985897","1472.41387809092","1465.45730073842","1471.55941417734","1474.82742892889","1451.4216109325","1422.62234877284","1415.84568986876","1412.50268663997","1414.61172325694","1422.22948677119","1437.00490702868","1432.08874813164","1413.05927704673","1411.15233885964","",
"Cabo Verde","CPV","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1656.90750326105","1641.51685078283","1774.6271706324","1877.28557933156","2177.55063286709","2423.28884251226","2632.97945091646","2858.33347095896","3145.61974658276","3425.0879254688","3835.23860571342","3844.50836427626","3971.28824924707","4064.84364942079","4407.34003125796","4643.45538406626","4949.22589963308","5633.93311188662","5944.03882515291","5806.64623179574","5828.24158804338","5991.77849034175","5986.93905614958","5963.90797586859","5928.19902448464","5918.58844965639","6074.75454769943","",
"Costa Rica","CRI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7787.16176176319","7787.09436164032","8289.6653713996","8655.23266488668","8820.05014555589","8960.61542662766","8855.11497576914","9129.62040116832","9545.7858385427","9712.48538441644","9878.28869075949","10040.5741368168","10201.5877158544","10473.9163443814","10768.7413593648","11025.4767645764","11656.2142927348","12433.2015695093","12834.9361639356","12543.9779041253","12999.9921931442","13397.2305422386","13878.0474026459","14035.2879800483","14392.042244228","14914.2067461734","15401.4925046929","",
"Caribbean small states","CSS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9088.49638780158","9219.09132958735","9163.68619816094","9351.26202900673","9517.4815536968","9724.87081002894","9971.13026787898","10214.7840485893","10426.8668775969","10773.6897010978","11089.6873400824","11259.5913448393","11640.8687901185","12359.8954482067","12843.1110944948","13238.2984604107","14119.6995119983","14512.875686085","14670.950629251","14073.3917141117","14206.6869680023","14274.8721445493","14360.7024977741","14524.5170177021","14491.1383009888","14408.2866755568","14252.5245659994","",
"Cuba","CUB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
